Latitude,Longitude,Prices,Rating,Restaurant Name,Review Count,Student Location?
37.8593467622161,-122.315877043759,3,3.0,HS Lordships,659,False
37.8514925390482,-122.289982438087,2,4.0,Spoon Korean Bistro,681,False
37.861283288997,-122.29840243871,1,4.0,Vik's Chaat,2128,False
37.8528499,-122.29376,2,4.0,Riva Cucina,430,False
37.8681542321577,-122.299859672785,2,2.5,Spenger's Fresh Fish Grotto,1025,False
37.8571739,-122.2917927,2,4.5,Standard Fare,88,False
37.870254803062,-122.30114664074,2,4.0,Market Hall Foods,239,False
37.86362,-122.297432,2,4.0,Tomate Cafe,612,False
37.8597327,-122.2956227,4,3.5,Cafe 64,6,False
37.8700666816273,-122.301437358962,2,3.5,Tacubaya,861,False
37.8640124737336,-122.313666343689,2,3.0,Hana Japan Steak & Seafood,487,False
37.86835,-122.3141,2,3.0,The Bay Grille & Lounge,137,False
37.8686955637467,-122.294642859494,2,4.0,Doc's Refresher,157,False
37.8670371074651,-122.300466993478,2,3.5,Brennan's Restaurant,278,False
37.8796196,-122.301712,2,4.0,Lama Beans Cafe,208,False
37.8784567862749,-122.296859622002,2,4.5,Sanctuary Bistro,422,False
37.8793732364987,-122.297652885318,2,3.5,Farm Burger Berkeley,446,False
37.878309,-122.301181,2,3.5,Picante,1294,False
37.8609986,-122.2899711,2,4.0,Anchalee Thai Cuisine,466,False
37.8516916,-122.2925025,2,4.5,Augie's Montreal Deli,139,False
37.8688330203295,-122.293024733663,1,4.0,The Cheese Steak Shop,215,False
37.86613,-122.305791,1,3.5,Sea Breeze Market & Deli,284,False
37.878774760786,-122.303589010587,1,3.5,Gilman Grill,159,False
37.853295,-122.290396,2,4.0,Berkeley Bowl West,1180,False
37.8705258,-122.3009826,2,3.5,Pompette,82,False
37.8565788269043,-122.292541503906,1,4.0,Nina's Cafe,108,False
37.8619956970215,-122.293296813965,1,3.0,Just Rite Market,3,False
37.8683499544955,-122.300048500677,2,4.5,Project Juice,44,False
37.8698214143515,-122.300530225039,1,3.5,Bette's-To-Go,193,False
37.85766,-122.29112,2,3.5,Juan's Place,651,False
37.8534164215184,-122.291620261967,2,3.5,Mint Leaf Vietnamese Restaurant,241,False
37.8760173212886,-122.303487025201,2,5.0,Cosa Nostra Pasta Truck,12,False
37.8657455444336,-122.295021057129,1,4.0,La crepe a moi,30,False
37.853588104248,-122.294921875,100,5.0,Sandwich Box,1,False
37.87614,-122.30342,1,4.0,Tacos Tala,3,False
37.8589552581185,-122.291529175248,2,3.5,9th Street Cafe,188,False
37.8777412132417,-122.309396266937,1,4.0,Tacos Pihuamo,4,False
37.8794811958277,-122.296183821636,1,3.5,Chipotle Mexican Grill,210,False
37.85571,-122.2893,2,4.5,Travelin Joe Espresso,30,False
37.8531366982109,-122.289528099731,2,3.5,Cafe W,8,False
37.8793099,-122.30163,1,3.5,Tacos Pihaumo Taco Truck,7,False
37.877898726782,-122.308753293041,100,2.0,Tastes of Italy,1,False
